Image_ID,Image_Width,Image_Height,Total_Attention_Intensity,Max_Saliency_Peak,Attention_Density,Text_Count,Text_Area_Ratio,Attention_Ratio,Avg_Text_Saliency,Clutter_Index,Dominant_Quadrant
206,720,720,10615229.0,194.0,54437.07,16,0.30396,5.57988,47.765,2.985,Q4_BottomRight
239,720,720,11444930.0,206.0,55289.52,7,0.42401,1.99628,30.984,4.426,Q3_BottomLeft
82,720,720,9641016.0,229.0,41917.46,13,0.1836,4.75002,52.318,4.024,Q3_BottomLeft
429,720,720,19507424.0,239.0,81280.93,4,0.09425,3.60703,108.96,27.24,Q1_TopLeft
724,720,720,12499484.0,208.0,59806.14,15,0.25093,2.51515,43.939,2.929,Q4_BottomRight
713,720,720,7154586.0,205.0,34731.0,5,0.43789,0.0,34.181,6.836,Q3_BottomLeft
8,720,720,10401985.0,235.0,44076.21,4,0.05666,5.92677,92.971,23.243,Q3_BottomLeft
314,720,720,11876192.0,192.0,61534.67,6,0.09788,5.19676,84.389,14.065,Q4_BottomRight
743,720,720,10280564.0,252.0,40634.64,16,0.40524,1.17843,21.794,1.362,Q2_TopRight
466,720,720,14109158.0,249.0,56436.63,8,0.20127,6.96496,86.143,10.768,Q3_BottomLeft
754,720,720,12097271.0,247.0,48779.32,4,0.03986,7.846,143.841,35.96,Q3_BottomLeft
965,720,720,12125988.0,220.0,54868.72,11,0.1041,3.97611,71.007,6.455,Q3_BottomLeft
629,720,720,10056907.0,206.0,48584.09,15,0.04847,1.16051,22.34,1.489,Q1_TopLeft
354,720,720,12615351.0,236.0,53229.33,6,0.09917,6.93046,106.197,17.7,Q2_TopRight
402,720,720,9630138.0,243.0,39467.78,11,0.08164,2.46157,40.853,3.714,Q4_BottomRight
549,720,720,11250060.0,230.0,48701.56,9,0.12934,3.28041,54.975,6.108,Q1_TopLeft
700,720,720,11265221.0,218.0,51439.37,6,0.42285,1.54429,27.28,4.547,Q2_TopRight
207,720,720,10204207.0,197.0,51536.4,11,0.18864,4.29491,52.136,4.74,Q3_BottomLeft
514,720,720,11947838.0,243.0,48966.55,0,0.0,,,,NoText
651,720,720,9141763.0,223.0,40811.44,30,0.04388,0.00038,0.007,0.0,Q3_BottomLeft
657,720,720,10540289.0,249.0,42161.16,5,0.06215,13.55587,154.814,30.963,Q4_BottomRight
406,720,720,15871146.0,228.0,69306.31,10,0.12293,4.07355,90.515,9.052,Q2_TopRight
479,720,720,10893889.0,234.0,46356.97,1,0.00728,0.00411,0.087,0.087,Q4_BottomRight
655,720,720,11773876.0,223.0,52561.95,13,0.13247,6.3272,84.249,6.481,Q3_BottomLeft
153,720,720,11466583.0,203.0,56208.74,22,0.24962,2.9221,43.678,1.985,Q3_BottomLeft
435,720,720,16716700.0,225.0,73967.7,9,0.18818,3.10013,71.652,7.961,Q3_BottomLeft
136,720,720,10272497.0,189.0,54065.77,22,0.27177,3.64462,42.02,1.91,Q3_BottomLeft
805,720,720,11515431.0,240.0,47781.87,1,0.00459,0.0,0.0,0.0,Q1_TopLeft
186,720,720,7661838.0,211.0,36140.75,6,0.30395,1.44672,18.826,3.138,Q4_BottomRight
388,720,720,12812762.0,229.0,55707.66,5,0.08321,4.79198,90.031,18.006,Q4_BottomRight
44,720,720,13657945.0,227.0,59903.27,8,0.07456,5.75262,111.906,13.988,Q3_BottomLeft
139,720,720,12291598.0,216.0,56643.31,8,0.12515,4.28205,71.969,8.996,Q1_TopLeft
6,720,720,13876296.0,244.0,56637.94,13,0.15958,6.30545,91.399,7.031,Q2_TopRight
467,720,720,11490957.0,206.0,55511.87,13,0.2558,2.63993,41.224,3.171,Q1_TopLeft
208,720,720,9260596.0,194.0,47490.24,5,0.14737,5.27578,57.815,11.563,Q4_BottomRight
400,720,720,13337157.0,225.0,59013.97,2,0.20184,3.30635,58.044,29.022,Q4_BottomRight
84,720,720,11468865.0,207.0,55138.77,14,0.13648,3.18001,54.221,3.873,Q4_BottomRight
908,720,720,8686913.0,183.0,47211.48,6,0.08264,2.9507,42.581,7.097,Q3_BottomLeft
439,720,720,15021881.0,227.0,65885.44,14,0.18696,2.64809,58.66,4.19,Q1_TopLeft
436,720,720,14399066.0,232.0,61798.57,5,0.11537,4.26132,86.003,17.201,Q1_TopLeft
90,720,720,9072020.0,234.0,38604.34,20,0.17718,3.0543,39.187,1.959,Q1_TopLeft
869,720,720,14953517.0,233.0,63903.92,11,0.08907,5.2534,109.901,9.991,Q2_TopRight
229,720,720,10393569.0,224.0,46193.64,4,0.17527,2.67164,41.427,10.357,Q1_TopLeft
820,720,720,8527544.0,238.0,35680.1,3,0.01782,4.19642,65.31,21.77,Q4_BottomRight
92,720,720,9763855.0,198.0,49064.6,30,0.21303,2.60612,36.572,1.219,Q1_TopLeft
764,720,720,14939260.0,215.0,69163.24,16,0.09813,3.20694,75.966,4.748,Q3_BottomLeft
756,720,720,13873354.0,233.0,59287.84,11,0.09032,6.14095,112.231,10.203,Q3_BottomLeft
961,720,720,8183642.0,208.0,39156.18,15,0.12906,2.34856,31.579,2.105,Q2_TopRight
142,720,720,10715143.0,204.0,52268.99,15,0.23116,3.65361,46.807,3.12,Q2_TopRight
793,720,720,14283576.0,213.0,66745.68,11,0.11609,1.8935,47.269,4.297,Q4_BottomRight
789,720,720,8390381.0,250.0,33427.81,1,0.0137,2.55111,40.431,40.431,Q2_TopRight
927,720,720,7930397.0,196.0,40255.82,4,0.06326,1.20494,18.197,4.549,Q3_BottomLeft
42,720,720,12293099.0,242.0,50588.88,22,0.22867,5.94317,66.155,3.007,Q1_TopLeft
836,720,720,13559866.0,241.0,56032.5,0,0.0,,,,NoText
452,720,720,10711427.0,234.0,45580.54,7,0.10132,7.93441,96.291,13.756,Q4_BottomRight
516,720,720,14368743.0,236.0,60627.61,15,0.16064,17.27672,132.478,8.832,Q4_BottomRight
920,720,720,11409144.0,226.0,50260.55,18,0.12563,5.75424,79.286,4.405,Q3_BottomLeft
464,720,720,14875065.0,234.0,63298.15,9,0.24044,2.14752,48.296,5.366,Q1_TopLeft
818,720,720,11939265.0,215.0,55274.38,9,0.22911,2.07507,38.346,4.261,Q3_BottomLeft
898,720,720,9772512.0,232.0,41942.11,0,0.0,,,,NoText
296,720,720,14535746.0,237.0,61074.56,6,0.07221,4.45486,99.972,16.662,Q1_TopLeft
117,720,720,9200433.0,215.0,42594.6,19,0.13543,6.96178,68.361,3.598,Q3_BottomLeft
799,720,720,12985029.0,242.0,53436.33,13,0.10814,3.33563,66.704,5.131,Q4_BottomRight
359,720,720,14670716.0,219.0,66685.07,17,0.25816,2.54292,51.465,3.027,Q3_BottomLeft
790,720,720,12616674.0,243.0,51707.68,1,0.00227,5.1475,124.11,124.11,Q1_TopLeft
854,720,720,11822331.0,229.0,51401.44,5,0.01538,8.45906,173.059,34.612,Q4_BottomRight
167,720,720,14510041.0,232.0,62274.85,6,0.10449,5.96649,109.946,18.324,Q4_BottomRight
732,720,720,13891320.0,224.0,61739.2,7,0.3,17.13263,78.615,11.231,Q4_BottomRight
188,720,720,9440693.0,182.0,51588.49,4,0.17822,1.99832,30.895,7.724,Q2_TopRight
1,720,720,12375915.0,237.0,51999.64,3,0.04778,9.57944,162.202,54.067,Q1_TopLeft
880,720,720,11500094.0,229.0,50000.41,13,0.22484,4.26241,54.546,4.196,Q4_BottomRight
494,720,720,11586482.0,230.0,50157.93,19,0.0446,3.0769,62.94,3.313,Q4_BottomRight
626,720,720,10961200.0,234.0,46643.4,1,0.01254,4.51839,91.501,91.501,Q1_TopLeft
181,720,720,9282642.0,199.0,46413.21,25,0.2887,5.1484,41.949,1.678,Q4_BottomRight
55,720,720,9640829.0,205.0,46800.14,20,0.11025,6.12331,72.772,3.639,Q1_TopLeft
752,720,720,12180677.0,245.0,49514.95,4,0.06923,2.80644,58.612,14.653,Q3_BottomLeft
697,720,720,8782870.0,225.0,38862.26,10,0.25693,4.2623,39.285,3.928,Q3_BottomLeft
682,720,720,10250261.0,222.0,45965.3,19,0.2566,4.098,45.143,2.376,Q2_TopRight
674,720,720,11153665.0,214.0,51877.51,18,0.21709,6.72802,64.523,3.585,Q2_TopRight
895,720,720,12805454.0,236.0,54031.45,0,0.0,,,,NoText
15,720,720,12481502.0,245.0,50737.81,3,0.01466,6.90559,153.018,51.006,Q4_BottomRight
771,720,720,7509722.0,246.0,30403.73,0,0.0,,,,NoText
293,720,720,10975109.0,224.0,48778.26,2,0.01789,6.46979,124.764,62.382,Q1_TopLeft
546,720,720,12612616.0,244.0,51480.07,0,0.0,,,,NoText
307,720,720,11243765.0,212.0,52787.63,6,0.15466,5.9521,73.106,12.184,Q4_BottomRight
649,720,720,13781682.0,228.0,60182.02,18,0.06193,5.16137,109.099,6.061,Q3_BottomLeft
375,720,720,9500646.0,219.0,43184.75,8,0.12459,6.5999,71.247,8.906,Q4_BottomRight
126,720,720,14696534.0,238.0,61491.77,8,0.0875,6.53406,124.805,15.601,Q3_BottomLeft
912,720,720,6308787.0,206.0,30477.23,16,0.12693,1.93474,21.048,1.316,Q2_TopRight
671,720,720,10823534.0,212.0,50814.71,11,0.3225,6.09957,48.155,4.378,Q3_BottomLeft
810,720,720,9806522.0,239.0,40860.51,7,0.07173,1.34077,24.758,3.537,Q3_BottomLeft
132,720,720,14027684.0,212.0,65857.67,11,0.17661,4.23135,72.897,6.627,Q4_BottomRight
337,720,720,10339144.0,226.0,45546.89,7,0.0803,2.32364,41.891,5.984,Q3_BottomLeft
765,720,720,9709354.0,239.0,40455.64,0,0.0,,,,NoText
51,720,720,12595859.0,234.0,53599.4,23,0.17665,5.13357,72.092,3.134,Q3_BottomLeft
130,720,720,9263023.0,189.0,48752.75,22,0.24467,4.82474,44.535,2.024,Q3_BottomLeft
936,720,720,12940268.0,237.0,54370.87,9,0.07304,5.06112,97.434,10.826,Q1_TopLeft
721,720,720,8835160.0,206.0,42681.93,6,0.31872,2.53594,29.016,4.836,Q4_BottomRight
427,720,720,15671067.0,239.0,65296.11,5,0.10808,4.71223,101.661,20.332,Q3_BottomLeft
458,720,720,14346613.0,233.0,61310.31,4,0.134,7.6137,111.708,27.927,Q2_TopRight
781,720,720,14068963.0,247.0,56729.69,2,0.03362,5.61186,131.857,65.929,Q1_TopLeft
93,720,720,8485024.0,218.0,38744.4,29,0.19447,2.69159,33.15,1.143,Q4_BottomRight
100,720,720,9459402.0,221.0,42609.92,24,0.19744,4.39915,48.035,2.001,Q1_TopLeft
392,720,720,12688616.0,185.0,68218.37,5,0.06852,2.67534,58.74,11.748,Q2_TopRight
762,720,720,10217789.0,245.0,41535.73,0,0.0,,,,NoText
259,720,720,10851035.0,231.0,46771.7,0,0.0,,,,NoText
496,720,720,15505208.0,244.0,63286.56,14,0.22252,0.91674,27.937,1.996,Q1_TopLeft
569,720,720,14341604.0,235.0,60769.51,9,0.05486,1.87377,49.467,5.496,Q4_BottomRight
74,720,720,10804391.0,185.0,58088.12,34,0.21914,2.9334,42.943,1.263,Q3_BottomLeft
159,720,720,9319262.0,227.0,40873.96,10,0.21249,5.55864,50.759,5.076,Q1_TopLeft
882,720,720,13719150.0,246.0,55543.12,41,0.15476,2.43958,52.799,1.288,Q3_BottomLeft
460,720,720,12930319.0,202.0,63696.15,18,0.2611,4.27959,57.504,3.195,Q4_BottomRight
615,720,720,7585581.0,186.0,40564.6,11,0.10582,3.5755,41.114,3.738,Q1_TopLeft
606,720,720,8964975.0,236.0,37826.9,12,0.11892,3.06993,42.603,3.55,Q2_TopRight
522,720,720,11755498.0,244.0,47981.62,2,0.00185,6.21988,139.696,69.848,Q3_BottomLeft
149,720,720,9855050.0,217.0,45206.65,10,0.23392,5.99376,52.554,5.255,Q3_BottomLeft
60,720,720,13598680.0,238.0,56898.24,10,0.18346,5.78905,80.836,8.084,Q2_TopRight
755,720,720,8050474.0,221.0,36263.4,0,0.0,,,,NoText
683,720,720,9539037.0,214.0,44367.61,14,0.24237,2.502,33.752,2.411,Q4_BottomRight
301,720,720,10469917.0,211.0,49386.4,9,0.10115,3.74507,59.2,6.578,Q3_BottomLeft
583,720,720,12769784.0,216.0,58846.93,2,0.00955,1.83371,44.813,22.406,Q1_TopLeft
91,720,720,7836183.0,202.0,38601.89,35,0.2414,3.4481,32.761,0.936,Q3_BottomLeft
247,720,720,5379409.0,189.0,28312.68,3,0.02396,6.80478,61.991,20.664,Q2_TopRight
907,720,720,9371439.0,188.0,49584.33,5,0.04568,4.73231,73.088,14.618,Q4_BottomRight
763,720,720,16329912.0,228.0,71309.66,10,0.14516,4.48754,93.849,9.385,Q3_BottomLeft
944,720,720,5907369.0,219.0,26851.68,2,0.0845,2.36011,24.122,12.061,Q3_BottomLeft
285,720,720,6931527.0,239.0,28881.36,4,0.01774,13.72692,149.736,37.434,Q4_BottomRight
491,720,720,14089552.0,241.0,58221.29,2,0.00457,0.84823,23.07,11.535,Q3_BottomLeft
106,720,720,10028433.0,240.0,41611.76,15,0.16327,4.14269,52.964,3.531,Q3_BottomLeft
598,720,720,10158627.0,236.0,42863.41,2,0.0033,3.86752,75.078,37.539,Q1_TopLeft
14,720,720,13460931.0,221.0,60634.82,3,0.10524,5.13217,92.875,30.958,Q1_TopLeft
515,720,720,15361165.0,243.0,62955.59,5,0.07741,4.58883,106.413,21.283,Q2_TopRight
465,720,720,14191592.0,230.0,61435.46,1,0.10734,2.45971,58.215,58.215,Q3_BottomLeft
462,720,720,12956833.0,240.0,53762.79,1,0.07482,2.67101,59.34,59.34,Q1_TopLeft
226,720,720,11989373.0,223.0,53523.99,5,0.0986,4.23958,74.314,14.863,Q3_BottomLeft
613,720,720,9502595.0,197.0,47992.9,1,0.00182,2.47457,45.239,45.239,Q1_TopLeft
260,720,720,16331405.0,219.0,74233.66,11,0.16916,3.59574,78.715,7.156,Q1_TopLeft
635,720,720,11406959.0,222.0,51152.28,4,0.0618,3.01353,58.972,14.743,Q3_BottomLeft
426,720,720,15459896.0,211.0,72924.04,1,0.00304,0.0,0.0,0.0,Q2_TopRight
265,720,720,11731975.0,252.0,46371.44,2,0.01194,6.8861,145.607,72.804,Q3_BottomLeft
419,720,720,11509750.0,195.0,58723.21,1,0.13356,2.01727,39.431,39.431,Q3_BottomLeft
929,720,720,9908401.0,213.0,46300.94,5,0.03859,0.82329,15.844,3.169,Q1_TopLeft
373,720,720,13009674.0,247.0,52458.36,1,0.01012,6.9748,165.058,165.058,Q1_TopLeft
938,720,720,13632385.0,221.0,61407.14,2,0.01457,6.19505,151.448,75.724,Q1_TopLeft
399,720,720,10394748.0,238.0,43492.67,8,0.07258,3.3324,57.146,7.143,Q4_BottomRight
816,720,720,12531552.0,224.0,55695.79,4,0.06122,3.49116,73.226,18.307,Q1_TopLeft
281,720,720,13568843.0,234.0,57739.76,5,0.02804,7.79811,171.433,34.287,Q4_BottomRight
471,720,720,14784631.0,236.0,62382.41,6,0.11432,3.8035,82.147,13.691,Q1_TopLeft
896,720,720,10447372.0,209.0,49749.39,1,0.00299,0.36872,7.445,7.445,Q1_TopLeft
221,720,720,9420447.0,238.0,39416.1,1,0.02987,12.14668,165.596,165.596,Q3_BottomLeft
244,720,720,8983563.0,220.0,40649.61,6,0.03875,7.84183,107.416,17.903,Q3_BottomLeft
741,720,720,16088221.0,230.0,69645.98,19,0.09646,3.67784,90.709,4.774,Q3_BottomLeft
338,720,720,11196603.0,198.0,56264.34,5,0.08727,3.60478,63.437,12.687,Q4_BottomRight
313,720,720,9211535.0,208.0,44074.33,17,0.0576,5.90033,81.765,4.81,Q3_BottomLeft
325,720,720,9919592.0,217.0,45502.72,4,0.01337,6.71005,119.29,29.823,Q4_BottomRight
504,720,720,14112443.0,233.0,60309.59,7,0.02255,4.97752,124.35,17.764,Q1_TopLeft
901,720,720,12443870.0,216.0,57345.02,0,0.0,,,,NoText
886,720,720,7972945.0,206.0,38516.64,15,0.22053,3.69345,35.637,2.376,Q2_TopRight
389,720,720,10101833.0,239.0,42090.97,2,0.03319,14.09127,191.419,95.71,Q1_TopLeft
45,720,720,12772856.0,210.0,60534.86,25,0.21503,2.82939,50.032,2.001,Q3_BottomLeft
559,720,720,10077858.0,214.0,46873.76,5,0.01165,5.29544,98.039,19.608,Q1_TopLeft
892,720,720,8698195.0,225.0,38487.59,9,0.15106,2.71863,36.214,4.024,Q3_BottomLeft
368,720,720,12600873.0,227.0,55266.99,15,0.11263,3.89608,71.41,4.761,Q4_BottomRight
530,720,720,10439684.0,199.0,52198.42,0,0.0,,,,NoText
826,720,720,12431748.0,227.0,54525.21,2,0.00185,0.0,0.0,0.0,Q3_BottomLeft
499,720,720,14166572.0,238.0,59274.36,1,0.0666,4.64967,102.218,102.218,Q2_TopRight
246,720,720,8761762.0,225.0,38768.86,7,0.03165,7.74791,107.906,15.415,Q1_TopLeft
492,720,720,10836364.0,181.0,59540.46,5,0.25193,1.95304,32.921,6.584,Q3_BottomLeft
156,720,720,12725015.0,208.0,60885.24,16,0.25074,6.11568,65.764,4.11,Q2_TopRight
948,720,720,9086807.0,171.0,52830.27,8,0.10561,2.37847,36.393,4.549,Q4_BottomRight
202,720,720,11982136.0,224.0,53253.94,5,0.00269,2.53293,58.305,11.661,Q3_BottomLeft
183,720,720,12333986.0,197.0,62292.86,1,0.08194,3.01577,61.581,61.581,Q2_TopRight
824,720,720,13874413.0,186.0,74194.72,14,0.33838,3.49049,50.696,3.621,Q1_TopLeft
605,720,720,7285611.0,220.0,32966.57,2,0.00621,14.53754,188.467,94.234,Q1_TopLeft
474,720,720,17992156.0,230.0,77888.12,7,0.12838,3.33098,88.981,12.712,Q1_TopLeft
255,720,720,9721667.0,244.0,39680.27,8,0.18707,5.55649,56.253,7.032,Q1_TopLeft
224,720,720,14344257.0,244.0,58547.99,10,0.23875,8.31044,83.76,8.376,Q1_TopLeft
538,720,720,9471457.0,219.0,43052.08,1,0.00489,0.41122,7.535,7.535,Q4_BottomRight
113,720,720,9421516.0,189.0,49586.93,19,0.17008,3.87565,47.302,2.49,Q4_BottomRight
193,720,720,7078388.0,238.0,29616.69,6,0.01115,7.77981,98.762,16.46,Q3_BottomLeft
253,720,720,9290875.0,238.0,38873.95,2,0.0435,10.98633,137.269,68.634,Q1_TopLeft
718,720,720,7042692.0,196.0,35749.71,31,0.25837,3.92784,30.38,0.98,Q1_TopLeft
709,720,720,13587288.0,213.0,63492.0,8,0.21015,7.29185,82.3,10.287,Q3_BottomLeft
379,720,720,13975847.0,222.0,62671.96,1,0.00894,5.87203,151.7,151.7,Q1_TopLeft
925,720,720,8928176.0,205.0,43340.66,1,0.00559,0.47315,8.173,8.173,Q1_TopLeft
11,720,720,11603283.0,234.0,49375.67,1,0.03038,3.1445,66.078,66.078,Q3_BottomLeft
417,720,720,15313518.0,234.0,65163.91,4,0.18653,1.49921,40.514,10.128,Q4_BottomRight
96,720,720,14602015.0,235.0,61872.94,9,0.1275,4.02095,81.766,9.085,Q4_BottomRight
275,720,720,8476872.0,234.0,36071.8,1,0.01528,10.93103,155.194,155.194,Q4_BottomRight
648,720,720,11652316.0,208.0,55752.71,12,0.15384,3.36149,55.423,4.619,Q4_BottomRight
828,720,720,13610981.0,191.0,70890.53,14,0.3087,4.60314,57.217,4.087,Q2_TopRight
280,720,720,12938566.0,237.0,54363.72,6,0.02331,6.51604,144.103,24.017,Q4_BottomRight
339,720,720,8995819.0,230.0,38942.94,9,0.10049,2.86694,41.891,4.655,Q3_BottomLeft
795,720,720,12669144.0,253.0,49878.52,0,0.0,,,,NoText
390,720,720,7984603.0,214.0,37137.69,7,0.02431,1.5425,23.449,3.35,Q4_BottomRight
3,720,720,13986573.0,237.0,58767.11,3,0.05065,6.48871,136.985,45.662,Q3_BottomLeft
780,720,720,10165149.0,228.0,44389.3,6,0.0904,0.58499,11.918,1.986,Q2_TopRight
472,720,720,12108611.0,243.0,49625.45,1,0.23253,2.58782,44.146,44.146,Q4_BottomRight
830,720,720,14523864.0,220.0,65718.84,9,0.13861,5.55002,95.355,10.595,Q2_TopRight
689,720,720,7821423.0,176.0,44188.83,23,0.28875,1.67692,21.164,0.92,Q2_TopRight
539,720,720,12429790.0,251.0,49324.56,2,0.03013,5.92948,123.787,61.893,Q4_BottomRight
473,720,720,12846887.0,219.0,58394.94,7,0.16341,6.64678,85.669,12.238,Q4_BottomRight
295,720,720,12768591.0,229.0,55515.61,2,0.00308,4.50935,109.881,54.941,Q1_TopLeft
868,720,720,12452635.0,226.0,54857.42,2,0.06734,5.79568,105.235,52.618,Q3_BottomLeft
900,720,720,8569335.0,226.0,37750.37,11,0.0534,5.48591,73.159,6.651,Q3_BottomLeft
955,720,720,12762880.0,238.0,53401.17,0,0.0,,,,NoText
135,720,720,9981100.0,184.0,53951.89,10,0.03814,6.19046,99.493,9.949,Q4_BottomRight
558,720,720,13429976.0,213.0,62756.9,1,0.02644,2.02719,51.129,51.129,Q2_TopRight
801,720,720,11234149.0,222.0,50377.35,7,0.07173,3.86007,69.411,9.916,Q3_BottomLeft
205,720,720,14609384.0,233.0,62433.26,3,0.0466,6.66811,148.654,49.551,Q1_TopLeft
630,720,720,7854879.0,216.0,36197.6,5,0.0558,12.12185,113.336,22.667,Q4_BottomRight
739,720,720,10723770.0,190.0,56145.39,20,0.25554,2.50019,37.387,1.869,Q2_TopRight
116,720,720,13512707.0,232.0,57994.45,17,0.15746,3.77338,68.461,4.027,Q4_BottomRight
542,720,720,12835090.0,238.0,53703.31,2,0.00092,0.0,0.0,0.0,Q2_TopRight
178,720,720,6546056.0,175.0,37193.5,23,0.31168,5.86663,29.434,1.28,Q4_BottomRight
168,720,720,11464598.0,228.0,50063.75,13,0.16056,5.32281,69.487,5.345,Q1_TopLeft
456,720,720,15310117.0,230.0,66277.56,7,0.16344,4.40992,83.631,11.947,Q4_BottomRight
581,720,720,11876472.0,230.0,51413.3,7,0.0292,8.41879,158.531,22.647,Q3_BottomLeft
299,720,720,13735284.0,246.0,55608.44,0,0.0,,,,NoText
744,720,720,10462993.0,250.0,41685.23,3,0.03109,7.90729,131.381,43.794,Q1_TopLeft
401,720,720,15626672.0,228.0,68238.74,4,0.04645,1.53032,45.021,11.255,Q1_TopLeft
412,720,720,17583350.0,229.0,76449.35,8,0.22784,3.86742,79.342,9.918,Q4_BottomRight
248,720,720,8169480.0,238.0,34181.92,6,0.05255,11.54376,117.059,19.51,Q3_BottomLeft
693,720,720,11539403.0,203.0,56565.7,5,0.35504,2.24042,34.623,6.925,Q3_BottomLeft
279,720,720,11759398.0,229.0,51127.82,15,0.10267,3.77236,66.612,4.441,Q4_BottomRight
840,720,720,7952834.0,213.0,37162.78,3,0.0044,0.30985,4.768,1.589,Q3_BottomLeft
30,720,720,10902851.0,232.0,46793.35,7,0.09982,5.22113,77.257,11.037,Q4_BottomRight
803,720,720,11913906.0,219.0,54154.12,2,0.01126,5.36294,117.48,58.74,Q3_BottomLeft
512,720,720,13931744.0,208.0,66659.06,12,0.16994,3.59857,67.085,5.59,Q3_BottomLeft
698,720,720,13433127.0,228.0,58659.94,13,0.34215,8.37407,61.593,4.738,Q1_TopLeft
536,720,720,13903222.0,224.0,61792.1,10,0.09433,6.52158,115.005,11.5,Q1_TopLeft
794,720,720,15030433.0,225.0,66506.34,15,0.09042,4.35041,96.808,6.454,Q4_BottomRight
451,720,720,14432812.0,221.0,65012.67,11,0.13882,3.97,78.262,7.115,Q4_BottomRight
220,720,720,8841201.0,198.0,44428.15,2,0.07313,10.01147,102.919,51.46,Q4_BottomRight
83,720,720,8889010.0,215.0,41152.82,17,0.2445,4.93727,43.135,2.537,Q3_BottomLeft
500,720,720,13261170.0,234.0,56430.51,4,0.12387,4.88225,84.336,21.084,Q2_TopRight
855,720,720,12036383.0,219.0,54710.83,17,0.21633,2.38173,42.574,2.504,Q4_BottomRight
445,720,720,13776269.0,231.0,59380.47,10,0.27091,2.93948,51.209,5.121,Q4_BottomRight
363,720,720,14261257.0,215.0,66024.34,15,0.13003,4.79653,88.342,5.889,Q4_BottomRight
563,720,720,10685377.0,213.0,49931.67,2,0.07894,5.56802,84.352,42.176,Q3_BottomLeft
599,720,720,9363854.0,243.0,38376.45,2,0.01399,6.99186,116.526,58.263,Q1_TopLeft
310,720,720,13826278.0,210.0,65527.38,14,0.06233,5.45461,113.865,8.133,Q4_BottomRight
575,720,720,12256021.0,219.0,55709.19,4,0.02663,1.32337,31.02,7.755,Q1_TopLeft
829,720,720,8104752.0,163.0,49419.22,28,0.19419,3.60216,37.412,1.336,Q4_BottomRight
